name,followers,follow,text,source,gender
快乐的樱花下的相遇,13,20,:十八岁我才上大学，上大学前不让谈恋爱，跟谁结婚啊；上大学后谈的恋爱。意思是大学可以结婚生娃，那我还学习嘛。我有自己的生活，才不想那么早生孩子被束缚。况且还没工作，我父母还在养着我，难道还要养我的孩子嘛。, 荣耀手机 勇敢做自己, f
快去画画啊斗斗,4158,837,结婚越早，越不成熟，摩擦越多，离婚率不会越高吗？自己还是个孩子，真的能正确引导小孩吗？, ？iPhone客户端, f
快成猪肉干的朱,207,381,None, Weibo.intl, f
快来让我吃一口,159,1026,提尼玛。, Weibo.intl, f
快没时间了___,254,1928,离婚率也要上升了🔝, iPhone客户端, m
快落阳仔,373,258,原来我已经到了法定的结婚年龄, Android客户端, f
快要成老阿姨的我,69,12,我更建议24再结婚，哈哈，人成熟一点再担责任也好。, vivo NEX AI智慧旗舰, m
忱xy,256,970,我室友看唐艺昕结婚了可羡慕了，我们说你才18过两年才能和你男朋友领证，着急啥，现在要下调?估计明天早上她看见得高兴坏, AI实力派 vivo Z1, f
念如初相见,87,98,真是搞笑  好像下调了年龄结婚的人就会多一样, 小米6 拍人更美, f
念尘儿,920,353,18。。。。这是疯了么, iPhone客户端, f
怀中抱妹羊,109,154,这是真脑残, OPPO R11 Plus, m
怀酒仍温_,81,323,他妈割韭菜割的脑子也顺手割掉了？？？:感觉有人提议生孩子高考加分的日子不远了……, 坚果手机 Pro 2, f
___怀风,118,109,降低结婚年龄有什么用？直接降房价呀，房价降了结婚的就多了, iPhone客户端, f
怂包丫,20,12,希望上调，给自己结婚晚找理由, HUAWEI nova 3i, f
怎么就跟闹着玩似的,146,913,知道为什么离婚率越来越高吗, OPPO随光而变R17, f
怎样改名字呢,171,388,那农村的女孩肯定书都不给读了，特别是重男轻女的地方, 荣耀手机 勇敢做自己, f
怒那欧di呦,44,78,再调，我真的是大龄了, 荣耀V10 我AI的快, f
怕水小鸭,59,82,这……, Nokia X6 越级体验, f
怕鬼的阿日,247,292,专家是不是恋童癖沙雕提案！, Android, f
思兮罔罔,672,802,前一秒不让看血腥暴力小黄文 后一秒就要生孩子 男女平等做的跟屎一样 好意思问学人发达国家降低结婚年龄 :感觉有人提议生孩子高考加分的日子不远了……, 张云雷V+, m
思君而追,304,486,干脆学习古代十二三岁就结婚，再来个三妻四妾，您看可好, 居居小迷妹iPhone 8 Plus, f
思唯要带zyl去吃火锅,239,453,调了也不会那么早结婚给你生孩子的, 朱一龙的小笼包, f
思念的痛1998,51,220,可以下调，但是也不需要下调这么多吧，可以男女变得一样，18岁结婚，不觉得很搞笑吗，18岁谈个恋爱父母都觉得是早恋，还结婚，开玩笑的吧, HUAWEI nova 2s, f
思沐秋不思鵺,1168,521,然后18+的游戏还不能有性暗示笑死 牛批, iPhone客户端, f
思诺Winter,80,21,韭菜不够割了, 前置双摄vivo X9sPlus, f
思贝奇的微博,283,1027,噗～, iPhone客户端, f
-怪人阿如-,110,155,不合适吧???提高离婚率????, OPPO R9s, f
怪兽哈哈笑,105,286,十八岁自己本身都是孩子怎么能承担组建家庭的责任，这种蜜汁建议还是少提些吧。, iPhone客户端, f
-怪兽哥,316,268,What？！, iPhone客户端, f
怪力羞射帅气张亦桉,639,312,还是成熟一点好, 荣耀8 美得与众不同, f
怪物魍魉,397,747,净整些花里胡哨的、有的整这些不如到某些十几岁就生孩子的农村普及法律、为那些十几岁就生孩子的坏风气助威吗？生育率下降了就调年龄吗？越活越回去了？干脆改成16岁吧怎么样？, OPPO R9, f
怪罪yu,128,56,:感觉有人提议生孩子高考加分的日子不远了……, 华晨宇的歌迷, f
怪蜀黍小脑絮,54,109,打赌，一旦执行了，离婚率也是会正比增涨，环比数据就可能是暴涨了, OPPO R9s, f
怪阿姨来自火星_燃烧吧小辣椒,2139,2630,:感觉有人提议生孩子高考加分的日子不远了……, nova4自拍极点全面屏, f
总有人在做梦,38,91,下调也没有用，人口形式是晚婚是趋势，别的不说随着平均学历的提高，读完书工作年龄就超过现行婚龄了，至于十七八岁就生娃的，大多数是不读书的，不读书，提婚龄又怎样？, 荣耀7A 全屏 人脸识别, f
总裁高端智慧,5316,1112,None, HUAWEI Mate 9, m
怼怼09333,32,200,None, vivo NEX AI智慧旗舰, f
怼怼09333,32,200,那完了这辈子都找不到对象结婚了, vivo NEX AI智慧旗舰, f
怿小琲,155,662,脑子是个好东西 可惜长屌上, iPhone XS, f
恋恋要开心一点啊,101,152,我缓缓打出一个问号, 小米8周年旗舰手机, f
恐龙姐姐ECHO,323,463,建议性别改一改, HUAWEI P10, f
恐龙家的娃娃,295,753,这跟年龄有关系吗？房价降价了，一切都好说。, , f
恒温61,120,617,咋的 高考生孩子加分？？, iPhone客户端, f
_恠_,158,437,qnmd, OnePlus 6, f
恨天低的地盘,52,119,None, iPhone客户端, m
恩恩77-828,875,412,感觉降低房价，物价，入学门槛，就医途径，提高工资水平才是正道。, 美图T9我的智能摄影师, f
恩恩kimy,221,377,？？？, iPhone客户端, f
恩里克考虑他克隆,35,50,厉害了, 三星 GALAXY Note8, m
恭喜娘娘皇上这是有喜了,176,504,韭菜不够了呗！呸！, 小米MIX2S 全面屏, f
恭心光影斑驳,99,128,None, 魅蓝 E2, f
恭心光影斑驳,99,128,怎么不干脆高中不上，直接结婚生小孩好了, 魅蓝 E2, f
恭禧发财牙,156,233,下调NM，一天到晚不干正事, iPhone客户端, f
恰似惊鸿来-,2101,74,不如调整到女22男24, iPhone客户端, f
恰好繁星点点,8,4,有点反胃, 小米6 拍人更美, m
悅儿--Yue,906,649,真是扯淡，是想多生点孩子提高消费水平吧, HUAWEI P30, f
悠悠我思s,151,320,建议下调房价，上调委员智商, Android, f
悠然蓝茶,110,610,&quot;我国连续5年婚姻登记人数逐年下降，带来的直接后果是出生人口下降&quot;，这情况跟年龄有关系吗？算了，咱也不知道，咱也不敢问, 360安全浏览器, f
患得患失的傻子,39,142,房价那么高物价那么高 搞笑呢  高中不给谈恋爱  高三毕业直接结婚?, 小米8 屏幕指纹版, m
悦卿悦己,102,302,18岁不是才高中毕业嘛？, 华为P9手机摄影再突破, f
_悦己x,66,284,太荒唐了.. 比我小的订婚已经不能接受了现在居然刚成年的孩子都能法定了？？？？, Android, f
您可让我瘫着吧,101,416,:生育率低是养孩子和教育成本增高导致的 和结婚年龄有个屁的关系 我真想问问专家你家孩子18结婚你觉得行吗？你儿子大学毕业你孙子都上幼儿园了 你儿子工作了你孙子都上小学了 可是你儿子的学区房还没到位呢, vivo AI智慧拍照X21, f
悲惨世界ha,263,231,一针见血:我们不结婚只是因为穷, ZTE中兴Blade A2, f
悲痛忍耐,1102,290,下调你🐴个比，老子十八岁了还没正儿八经谈个恋爱结你🐴比的婚, nova4自拍极点全面屏, f
悻愊玥尔,152,181,不如直接回到古代传统, OPPO R9, f
情义天雷,22,34,以后是不是结婚生孩子还高考加分大学加分, Weibo.intl, m
情爱里无智者呀,170,485,为什么不愿结婚心里没点数吗, Android, f
情诺未央,10396,459,你快拉倒吧！现在法定结婚年龄22岁 都有一大堆 未成年就当妈妈了的呢 再降低结婚年龄 那特么 小学毕业就生娃吗  醒醒 大清都亡了, 仙女的iPhone XS, f
惊世小甜心,695,1863,放屁！！！, 绝世小甜心Android, f
惊天动地的喵了一声,482,541,以后～结婚才能大学毕业～生孩子才能研究生毕业～有孩子才能参加编制内工作, iPhone客户端, f
惊梦到三更,95,126,18岁前一秒叫早恋，18岁后一秒叫结婚合法。, 小米8 SE, f
惊鹿畑,236,381,建议砖家提升脑容量, iPhone客户端, f
惜c时i,295,1066,18岁……大多数心智都没成熟呢吧……也许一冲动就结婚有孩子了……在一冲动或者长大了想明白了就又离婚了，然后让孩子承受是去父母其一的痛苦？？:感觉有人提议生孩子高考加分的日子不远了……, 华为平板M2 青春版, f
惜朝lilac,296,335,None, iPhone客户端, f
惠源今天充会员了吗,137,271,？？？不是不能早恋吗，18岁结婚对象国家分配还是怎么着？不上学了？退化原始人？, , f
想不出id的6J0,1,97,官方催婚, OnePlus 6T, f
想不出什么名字就这样吧,284,115,真的脑子是个好东西  18岁价值观都没成熟  结婚作死两个家庭吗, iPhone客户端, f
想不出名所以,513,22,可能这个新闻出来试探韭菜们反映如何，使女的故事是要在不远的将来上演吗，温水煮青蛙。, 小米手机, f
想不到昵称的哆啦酱,14,59,我觉得砖家可以考虑在肚子里就鉴定好性别，然后男女凑一对 一起出生 刚出生就领结婚证 女生也不用读书了 来姨妈就开始生孩子 多提高生产率啊, HUAWEI Mate 9 Pro, f
想了个很俗气的的名字,113,52,“经济基础决定上层建筑”, nova4自拍极点全面屏, f
想做他的心上人,673,469,None, 荣耀20, f
想养一桶seals,87,251,？什么玩意, iPhone, f
想剪短发的朴孝信颜饭音饭,610,304,？？？:请大幅上调委员智商, iPhone 6 Plus, f
想去海边的海螺,62,953,None, Android, f
想吃火鍋和甜點_,781,942, :感觉有人提议生孩子高考加分的日子不远了……, Weigeren Android, f
想吃炸鸡和麻薯,67,632,也太无语了吧，18岁能干嘛，对未来还迷茫的人大把，即使18岁是法定的成年，但也还是很少人能正确判断未来吧，连选专业读大学都一头雾水就来结婚哦，怕你不是脑子进水了, iPhone客户端, f
想吃肉的嗷呜,121,332,18岁以前不让早恋,18岁就能结婚?, 微博搜索, f
想吃西瓜winona,1,37,我的天哪  魔幻 太魔幻了 这什么弱智提案人民文化素养提高和独立意识的觉醒伴随着生育率下降不是必然的吗？也没见别的国家采取这种措施啊？18岁身体上成熟了心理上还是个孩子到底懂不懂啊？？？那我也建议这条提案的提出者的孩子先在18岁结婚好了？, 荣耀8X, f
想听的歌都在这里,132,224,晚婚晚育已经不可阻挡🙊, iPhone客户端, f
想和老王做邻居,157,382,None, Android, f
想和陈书瑷组CP,22,313,None, Android, f
想圆润好难,38,219,连续5年结婚人数下降和结婚年龄早晚没什么关系吧，把年龄降到18岁带不来什么好结果：刚高中毕业就结婚生子，对女生上大学来说是个不小的影响吧；还是个孩子就结婚生子是对谁有益处呀；是结婚早了，是不是相应的离婚率也上来了；我国的结婚年龄不能和国际上做比较吧，从小的教育各个方面都不一样 怎么比, 张云雷V+, f
想尝尝你是什么味的啊,129,240,不会太年轻了点吗砖家……都还是孩子啊18岁……, OPPO R9, f
想念你都那么久那么久了一,217,487,离婚率会暴涨, iPhone客户端, f
想念救援-,361,152,有病？, lai茶精的iPhone X, f
想把我唱给你听xxxxx,997,216,十八岁不能玩色情游戏 十八岁应该结婚 有些事情看来只能自我探索了 但是十八岁了为什么不能结婚, 小米8周年旗舰手机, f
想拿我当枪使,50,142,又开始了, iPhone客户端, f
想捉魚魚吃的傻鴨鴨,448,342,魔幻, 工地挖煤的Android, m
想摘星星的帕帕,1062,426,None, iPhone客户端, f
-想无-,319,157,:鼓励18岁的男生和18岁的女生结婚生子？别说爱，他们有那个经济能力嘛？18岁女生结婚生子对自己的学业事业的影响呢？只要孩子是吗？不管小婴儿家庭生活是否和睦幸福？, iPhone客户端, m
想盘大野智,343,454,:18岁结婚生了孩子专家养？, OPPO K1, f
想要一个hug呀,112,63,我看你是有病呢, HUAWEI P20, f
想要一个攻气十足的ID,110,258,人力资本不行就靠劳动力数量硬凑人口红利吗？？？存量人口的教育搞不好、保护不到位，每天就想着怎么搞增量？？？生出来就是为了被祸害吗？？？18岁还是个孩子呢结尼玛的婚生尼玛的孩子？？？砖家脑子都被门挤过吗？？？, HUAWEI P20 Pro, f
想要一份甜甜的爱,148,428,自己还是孩子 生出来都不能好好教育他们有什么用 都是群脑残们 难道就只考虑数量不看质量的？到时候人口越来越多 但都是没教育好的有个蛋用, 荣耀V20 4800万3D相机, f
想要拥有一座无人岛,213,2312,:感觉有人提议生孩子高考加分的日子不远了……, HUAWEI nova 3, f
想要早睡-,358,466,能生孩子就行哈 谁管你接不接受性教育 谁管你心智成不成熟 谁管你上不上学 , iPhone客户端, f
想要暴瘦暴富的素山,5,80,疯了吗？啊？18岁啊! 18岁才刚成年啊！刚高中毕业啊！高中毕业就结婚生孩子了？下调年龄也不是这样调的吧！！！, 红米Redmi, f
想要瘦的超爱吃肉的猪,143,640,放你的屁, Weibo.intl, f
想要看世界的女童鞋,961,674,None, iPhone客户端, f
想要长工的那个槽,177,324,其实可以往大了调调，晚点结婚多好啊。, Android, f
想起你我会暗笑,1,8,究竟为什么大家都不想结婚，砖家何时能懂?, iPhone客户端, f
想送你回家东南西北都顺路i,189,315,大学实行夫妻入学，学费减半，房租全免？, Weibo.intl, f
想面试八神侦探事务所的清張,820,479,有病病？:我们的税钱都养了什么🐶东西。这种满脑子💩的委员赶紧回家吃💩吧。, 木村高兴的iPhone客户端, f
惹我我会踹你哦,35,38,拿什么去结婚，逼着去当啃老族吗？自己都养不活何谈家庭, iPhone客户端, m
愈w17521,4,100,哎, OPPO超视野全面屏R15, m
愛美食噠小圓仔,700,1226,这是哪个猪脑子想出来的, iPhone客户端, f
感觉有点丧加强暴躁版,83,202,你自己想想合理吗？, iPhone客户端, f
感谢有你在的每一天,399,192,  结婚不结婚 也是你们能建议的吗？, iPhone客户端, f
